
,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
101,1996,Sussex,22.9022.9,27.4027.4,32.8032.8,46.8046.8,55.4055.4,66.4066.4,68.4068.4,69.1069.1,62.3062.3,50.7050.7,36.7036.7,34.3034.3
102,1997,Sussex,25.2025.2,33.4033.4,36.3036.3,45.2045.2,53.7053.7,65.4065.4,70.1070.1,67.1067.1,60.3060.3,50.3050.3,37.6037.6,31.3031.3
103,1998,Sussex,33.2033.2,34.9034.9,39.7039.7,49.2049.2,61.6061.6,65.0065.0,70.7070.7,71.2071.2,64.1064.1,51.8051.8,40.9040.9,36.3036.3
104,1999,Sussex,26.6026.6,31.1031.1,36.1036.1,47.3047.3,57.8057.8,68.0068.0,75.3075.3,69.8069.8,64.1064.1,49.2049.2,44.8044.8,33.2033.2
105,2000,Sussex,25.1025.1,29.5029.5,42.1042.1,46.6046.6,58.8058.8,66.2066.2,67.2067.2,67.3067.3,60.4060.4,50.9050.9,39.4039.4,24.6024.6
106,2001,Sussex,25.2025.2,29.7029.7,33.9033.9,48.4048.4,58.9058.9,67.1067.1,67.5067.5,72.6072.6,61.4061.4,52.2052.2,44.7044.7,36.6036.6
107,2002,Sussex,33.0033.0,34.9034.9,39.0039.0,50.0050.0,55.1055.1,66.7066.7,72.8072.8,72.3072.3,64.8064.8,49.0049.0,39.5039.5,28.9028.9
108,2003,Sussex,20.9020.9,23.9023.9,36.8036.8,45.1045.1,55.2055.2,63.8063.8,70.9070.9,71.6071.6,62.9062.9,49.3049.3,44.3044.3,31.4031.4
109,2004,Sussex,19.3019.3,28.2028.2,39.2039.2,48.6048.6,62.0062.0,64.8064.8,69.0069.0,69.1069.1,63.8063.8,50.2050.2,42.9042.9,30.5030.5
110,2005,Sussex,23.4023.4,29.0029.0,32.3032.3,49.8049.8,53.8053.8,70.1070.1,72.3072.3,72.6072.6,66.4066.4,52.4052.4,42.9042.9,26.8026.8
111,2006,Sussex,34.2034.2,30.0030.0,37.5037.5,49.3049.3,58.5058.5,66.2066.2,73.4073.4,69.4069.4,60.2060.2,49.5049.5,45.4045.4,37.8037.8
112,2007,Sussex,31.9031.9,22.6022.6,35.0035.0,45.1045.1,59.8059.8,67.9067.9,70.1070.1,69.4069.4,63.9063.9,58.1058.1,38.9038.9,30.5030.5
113,2008,Sussex,29.7029.7,29.1029.1,36.2036.2,50.2050.2,53.8053.8,69.5069.5,72.0072.0,67.4067.4,63.6063.6,48.8048.8,40.6040.6,31.1031.1
114,2009,Sussex,20.4020.4,29.9029.9,37.3037.3,49.5049.5,57.6057.6,64.8064.8,67.5067.5,70.8070.8,60.7060.7,49.1049.1,45.2045.2,29.2029.2
115,2010,Sussex,27.0027.0,28.5028.5,42.9042.9,52.7052.7,61.1061.1,69.2069.2,74.1074.1,70.9070.9,64.5064.5,51.9051.9,41.1041.1,27.3027.3
116,2011,Sussex,22.4022.4,27.2027.2,36.7036.7,49.6049.6,60.6060.6,67.7067.7,73.4073.4,69.8069.8,65.3065.3,52.6052.6,44.4044.4,35.9035.9
117,2012,Sussex,30.0030.0,35.0035.0,46.6046.6,49.0049.0,62.7062.7,66.4066.4,73.8073.8,70.8070.8,62.8062.8,53.4053.4,38.7038.7,36.0036.0
118,2013,Sussex,28.8028.8,28.2028.2,35.2035.2,48.3048.3,58.5058.5,68.0068.0,75.1075.1,68.4068.4,61.1061.1,53.7053.7,38.9038.9,30.7030.7
119,2014,Sussex,20.4020.4,22.9022.9,29.0029.0,47.1047.1,59.8059.8,67.6067.6,71.4071.4,68.1068.1,63.3063.3,54.4054.4,38.0038.0,34.6034.6
120,2015,Sussex,21.8021.8,15.4015.4,30.3030.3,47.7047.7,63.3063.3,66.3066.3,71.2071.2,70.3070.3,67.2067.2,50.5050.5,45.2045.2,42.4042.4
121,2016,Sussex,26.7026.7,31.0031.0,43.0043.0,47.2047.2,57.5057.5,66.8066.8,73.1073.1,72.8072.8,65.9065.9,52.5052.5,42.6042.6,31.0031.0
122,2017,Sussex,31.1031.1,34.6034.6,33.3033.3,52.4052.4,56.7056.7,66.2066.2,71.3071.3,68.1068.1,65.0065.0,57.0057.0,39.5039.5,28.0028.0
123,2018,Sussex,22.9022.9,33.3033.3,34.4034.4,43.2043.2,62.0062.0,66.4066.4,73.2073.2,73.4073.4,66.0066.0,51.7051.7,37.9037.9,33.4033.4
124,2019,Sussex,26.3026.3,29.3029.3,34.2034.2,50.4050.4,59.0059.0,66.4066.4,74.2074.2,70.5070.5,64.4064.4,53.6053.6,36.8036.8,30.4030.4

,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,Union,22.5022.5,30.8030.8,36.2036.2,49.2049.2,61.7061.7,68.7068.7,74.8074.8,74.3074.3,68.0068.0,56.1056.1,45.7045.7,32.6032.6
76,1971,Union,25.1025.1,31.9031.9,38.0038.0,48.0048.0,57.4057.4,70.7070.7,73.6073.6,72.0072.0,68.4068.4,59.7059.7,42.4042.4,38.5038.5
77,1972,Union,32.3032.3,28.6028.6,37.6037.6,46.8046.8,60.3060.3,66.1066.1,75.1075.1,72.4072.4,66.4066.4,49.9049.9,41.2041.2,36.6036.6
78,1973,Union,32.5032.5,30.4030.4,44.8044.8,51.3051.3,57.5057.5,72.1072.1,75.2075.2,75.1075.1,66.9066.9,56.6056.6,45.7045.7,36.8036.8
79,1974,Union,32.8032.8,30.3030.3,40.7040.7,52.8052.8,59.4059.4,67.1067.1,74.2074.2,73.4073.4,64.7064.7,50.8050.8,45.1045.1,36.9036.9
80,1975,Union,34.5034.5,33.4033.4,38.3038.3,45.8045.8,64.0064.0,69.5069.5,74.5074.5,73.0073.0,62.2062.2,57.6057.6,49.5049.5,34.3034.3
81,1976,Union,25.6025.6,37.6037.6,42.9042.9,53.3053.3,59.9059.9,72.1072.1,72.6072.6,72.3072.3,64.1064.1,50.9050.9,38.6038.6,28.0028.0
82,1977,Union,20.1020.1,31.6031.6,45.0045.0,51.9051.9,63.2063.2,68.0068.0,75.3075.3,72.7072.7,66.4066.4,52.8052.8,45.9045.9,32.0032.0
83,1978,Union,26.1026.1,23.7023.7,36.8036.8,49.0049.0,58.6058.6,69.2069.2,72.5072.5,74.3074.3,63.8063.8,53.7053.7,45.3045.3,35.4035.4
84,1979,Union,30.7030.7,21.8021.8,43.8043.8,49.8049.8,62.0062.0,66.8066.8,73.9073.9,72.9072.9,65.6065.6,53.4053.4,48.2048.2,36.7036.7
85,1980,Union,31.0031.0,28.2028.2,37.9037.9,51.6051.6,63.1063.1,67.8067.8,76.4076.4,76.4076.4,68.9068.9,52.6052.6,41.0041.0,29.6029.6
86,1981,Union,22.8022.8,36.2036.2,38.5038.5,53.2053.2,61.2061.2,70.5070.5,75.7075.7,72.0072.0,64.5064.5,50.8050.8,44.3044.3,32.7032.7
87,1982,Union,22.6022.6,33.0033.0,38.8038.8,48.3048.3,62.2062.2,66.2066.2,74.4074.4,70.1070.1,65.1065.1,55.0055.0,47.0047.0,39.9039.9
88,1983,Union,31.5031.5,33.4033.4,42.5042.5,49.7049.7,58.6058.6,70.5070.5,77.0077.0,75.1075.1,67.9067.9,54.9054.9,45.2045.2,32.1032.1
89,1984,Union,25.5025.5,37.5037.5,34.3034.3,49.4049.4,59.5059.5,72.4072.4,73.4073.4,74.1074.1,63.4063.4,58.8058.8,43.7043.7,39.6039.6
90,1985,Union,25.1025.1,32.7032.7,42.5042.5,53.0053.0,63.4063.4,66.7066.7,73.9073.9,72.5072.5,67.4067.4,55.4055.4,47.1047.1,31.0031.0
91,1986,Union,31.0031.0,29.6029.6,41.7041.7,51.1051.1,63.7063.7,69.5069.5,74.2074.2,70.9070.9,65.0065.0,55.3055.3,42.2042.2,35.9035.9
92,1987,Union,29.5029.5,30.9030.9,42.8042.8,51.0051.0,61.1061.1,71.6071.6,76.2076.2,71.5071.5,65.4065.4,50.5050.5,45.3045.3,37.0037.0
93,1988,Union,25.6025.6,32.3032.3,41.8041.8,48.7048.7,60.7060.7,69.9069.9,77.4077.4,76.5076.5,64.6064.6,49.8049.8,45.9045.9,33.3033.3
94,1989,Union,34.4034.4,32.3032.3,40.1040.1,49.4049.4,60.2060.2,71.3071.3,73.8073.8,72.5072.5,66.7066.7,55.6055.6,43.0043.0,23.0023.0
95,1990,Union,37.9037.9,37.9037.9,43.0043.0,50.6050.6,58.5058.5,69.9069.9,74.7074.7,73.4073.4,64.9064.9,59.1059.1,47.2047.2,39.7039.7
96,1991,Union,31.4031.4,37.3037.3,43.1043.1,53.0053.0,66.4066.4,71.6071.6,75.2075.2,74.7074.7,65.1065.1,55.6055.6,45.5045.5,37.3037.3
97,1992,Union,33.0033.0,34.6034.6,37.7037.7,48.0048.0,58.5058.5,67.7067.7,72.6072.6,70.0070.0,65.2065.2,51.2051.2,43.9043.9,35.3035.3
98,1993,Union,34.9034.9,27.8027.8,36.5036.5,50.8050.8,62.4062.4,70.0070.0,77.2077.2,74.2074.2,64.9064.9,52.5052.5,43.9043.9,34.2034.2
99,1994,Union,23.2023.2,27.8027.8,38.3038.3,53.5053.5,59.2059.2,73.1073.1,77.4077.4,71.1071.1,65.1065.1,53.4053.4,48.5048.5,39.2039.2
100,1995,Union,35.8035.8,28.7028.7,43.7043.7,49.8049.8,59.4059.4,70.1070.1,76.4076.4,75.0075.0,65.7065.7,58.1058.1,40.7040.7,30.0030.0
101,1996,Union,28.8028.8,32.0032.0,36.8036.8,50.8050.8,58.7058.7,70.5070.5,72.0072.0,72.7072.7,66.5066.5,54.3054.3,40.9040.9,38.9038.9
102,1997,Union,29.7029.7,38.1038.1,40.5040.5,49.1049.1,57.6057.6,68.7068.7,74.8074.8,71.5071.5,64.8064.8,54.3054.3,42.2042.2,36.2036.2
103,1998,Union,38.8038.8,39.3039.3,43.8043.8,52.4052.4,63.4063.4,68.6068.6,75.6075.6,75.1075.1,68.4068.4,55.7055.7,45.5045.5,41.0041.0
104,1999,Union,32.5032.5,36.3036.3,40.8040.8,51.7051.7,61.0061.0,72.1072.1,79.6079.6,74.6074.6,67.5067.5,53.0053.0,48.6048.6,37.8037.8
105,2000,Union,30.3030.3,35.3035.3,45.8045.8,50.0050.0,62.2062.2,70.4070.4,71.5071.5,71.4071.4,64.7064.7,54.8054.8,43.6043.6,29.6029.6
106,2001,Union,30.3030.3,34.7034.7,38.3038.3,51.9051.9,62.1062.1,71.3071.3,72.2072.2,76.5076.5,65.7065.7,55.7055.7,49.6049.6,42.0042.0
107,2002,Union,37.6037.6,38.9038.9,42.9042.9,54.2054.2,59.0059.0,70.5070.5,77.3077.3,76.6076.6,68.5068.5,53.7053.7,43.4043.4,33.6033.6
108,2003,Union,26.3026.3,28.1028.1,41.3041.3,48.3048.3,57.6057.6,67.7067.7,75.2075.2,75.8075.8,66.9066.9,52.9052.9,48.4048.4,35.6035.6
109,2004,Union,24.4024.4,33.0033.0,42.7042.7,52.3052.3,65.4065.4,69.9069.9,73.4073.4,73.0073.0,68.2068.2,53.7053.7,46.7046.7,36.0036.0
110,2005,Union,29.7029.7,34.4034.4,37.0037.0,53.1053.1,57.4057.4,73.1073.1,76.8076.8,78.0078.0,71.1071.1,56.1056.1,47.6047.6,32.6032.6
111,2006,Union,38.5038.5,34.2034.2,41.5041.5,54.0054.0,62.0062.0,70.8070.8,77.6077.6,74.7074.7,64.8064.8,53.8053.8,49.9049.9,42.2042.2
112,2007,Union,36.2036.2,26.8026.8,40.6040.6,48.6048.6,63.5063.5,71.3071.3,74.3074.3,73.4073.4,68.4068.4,62.1062.1,43.1043.1,35.3035.3
113,2008,Union,34.3034.3,34.4034.4,41.0041.0,53.2053.2,58.1058.1,73.4073.4,77.2077.2,72.1072.1,68.1068.1,53.6053.6,43.9043.9,36.2036.2
114,2009,Union,26.4026.4,35.0035.0,40.8040.8,52.8052.8,61.9061.9,68.0068.0,72.9072.9,75.8075.8,65.6065.6,53.4053.4,49.9049.9,34.3034.3
115,2010,Union,31.4031.4,32.2032.2,46.6046.6,56.0056.0,64.9064.9,74.5074.5,79.8079.8,75.4075.4,69.6069.6,56.6056.6,45.6045.6,31.4031.4
116,2011,Union,27.7027.7,34.2034.2,41.8041.8,53.9053.9,64.0064.0,72.2072.2,79.3079.3,74.6074.6,69.2069.2,56.1056.1,49.2049.2,40.9040.9
117,2012,Union,35.9035.9,39.6039.6,50.4050.4,53.7053.7,65.3065.3,71.0071.0,79.0079.0,75.9075.9,68.1068.1,57.3057.3,42.2042.2,40.2040.2
118,2013,Union,34.8034.8,33.0033.0,39.4039.4,52.0052.0,61.4061.4,72.1072.1,79.1079.1,72.8072.8,65.6065.6,57.9057.9,43.4043.4,36.0036.0
119,2014,Union,26.4026.4,29.1029.1,35.8035.8,50.9050.9,62.5062.5,70.8070.8,75.2075.2,72.2072.2,67.9067.9,57.8057.8,42.7042.7,39.3039.3
120,2015,Union,27.7027.7,22.1022.1,36.0036.0,52.1052.1,66.9066.9,70.5070.5,76.9076.9,76.4076.4,72.2072.2,55.4055.4,50.3050.3,48.3048.3
121,2016,Union,32.3032.3,36.5036.5,47.9047.9,52.1052.1,61.4061.4,71.6071.6,78.2078.2,78.0078.0,70.6070.6,57.4057.4,47.8047.8,36.9036.9
122,2017,Union,37.2037.2,40.3040.3,38.7038.7,56.6056.6,60.4060.4,71.5071.5,76.2076.2,72.6072.6,69.6069.6,61.8061.8,44.6044.6,33.8033.8
123,2018,Union,29.8029.8,39.9039.9,39.1039.1,48.2048.2,65.7065.7,70.7070.7,77.3077.3,77.2077.2,69.7069.7,55.6055.6,42.2042.2,37.9037.9
124,2019,Union,31.4031.4,34.8034.8,39.6039.6,54.6054.6,62.0062.0,70.8070.8,78.8078.8,74.7074.7,69.1069.1,58.2058.2,41.6041.6,36.0036.0

,Year,County,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,Warren,18.0018.0,26.7026.7,33.0033.0,46.8046.8,59.5059.5,65.1065.1,71.7071.7,70.4070.4,64.0064.0,53.0053.0,42.6042.6,29.0029.0
76,1971,Warren,20.9020.9,27.8027.8,34.8034.8,45.5045.5,54.8054.8,67.9067.9,69.9069.9,68.2068.2,65.1065.1,56.4056.4,39.0039.0,34.5034.5
77,1972,Warren,28.4028.4,24.6024.6,34.6034.6,44.1044.1,58.6058.6,63.3063.3,71.8071.8,68.6068.6,63.1063.1,46.5046.5,37.8037.8,33.0033.0
78,1973,Warren,29.1029.1,26.8026.8,42.4042.4,48.6048.6,54.6054.6,69.4069.4,71.7071.7,71.5071.5,62.9062.9,53.3053.3,42.2042.2,32.9032.9
79,1974,Warren,28.6028.6,26.7026.7,37.3037.3,50.0050.0,57.0057.0,64.3064.3,70.7070.7,69.5069.5,60.6060.6,47.1047.1,41.5041.5,32.6032.6
80,1975,Warren,30.0030.0,30.0030.0,35.1035.1,42.9042.9,61.6061.6,67.0067.0,71.2071.2,69.5069.5,58.2058.2,54.6054.6,45.8045.8,30.3030.3
81,1976,Warren,21.3021.3,33.0033.0,39.6039.6,50.5050.5,55.7055.7,69.1069.1,68.4068.4,68.0068.0,60.2060.2,47.2047.2,35.0035.0,23.5023.5
82,1977,Warren,15.8015.8,27.5027.5,41.7041.7,49.3049.3,59.8059.8,64.1064.1,71.2071.2,68.9068.9,62.8062.8,49.4049.4,42.5042.5,27.5027.5
83,1978,Warren,22.5022.5,19.1019.1,32.9032.9,46.0046.0,56.2056.2,65.4065.4,68.7068.7,70.8070.8,60.0060.0,49.4049.4,41.1041.1,31.0031.0
84,1979,Warren,26.2026.2,17.9017.9,40.2040.2,47.2047.2,59.2059.2,64.1064.1,70.4070.4,69.3069.3,61.7061.7,50.4050.4,44.4044.4,32.7032.7
85,1980,Warren,27.6027.6,24.2024.2,34.4034.4,49.1049.1,59.9059.9,64.0064.0,72.6072.6,73.1073.1,65.0065.0,49.0049.0,37.0037.0,25.5025.5
86,1981,Warren,19.1019.1,33.5033.5,35.5035.5,50.2050.2,58.5058.5,66.9066.9,72.0072.0,68.4068.4,61.6061.6,47.5047.5,40.9040.9,28.1028.1
87,1982,Warren,18.0018.0,28.7028.7,35.2035.2,45.0045.0,59.5059.5,62.8062.8,70.6070.6,65.8065.8,61.7061.7,51.4051.4,43.7043.7,36.1036.1
88,1983,Warren,27.6027.6,29.7029.7,39.7039.7,46.4046.4,55.9055.9,66.6066.6,72.3072.3,71.9071.9,63.0063.0,51.1051.1,41.8041.8,27.7027.7
89,1984,Warren,21.6021.6,34.9034.9,31.4031.4,47.1047.1,56.4056.4,67.9067.9,69.6069.6,70.5070.5,59.1059.1,55.4055.4,40.0040.0,35.9035.9
90,1985,Warren,22.0022.0,29.2029.2,39.3039.3,50.4050.4,60.2060.2,63.0063.0,70.3070.3,69.1069.1,63.9063.9,52.7052.7,44.0044.0,27.2027.2
91,1986,Warren,27.4027.4,26.4026.4,39.1039.1,48.6048.6,61.2061.2,65.8065.8,70.9070.9,67.0067.0,60.9060.9,52.4052.4,38.2038.2,32.2032.2
92,1987,Warren,25.8025.8,27.3027.3,39.8039.8,49.7049.7,58.7058.7,68.7068.7,72.9072.9,67.5067.5,61.8061.8,46.5046.5,41.4041.4,33.5033.5
93,1988,Warren,21.0021.0,28.1028.1,37.9037.9,46.7046.7,58.6058.6,66.2066.2,74.3074.3,72.6072.6,60.0060.0,46.4046.4,42.2042.2,29.6029.6
94,1989,Warren,30.6030.6,28.9028.9,36.5036.5,45.8045.8,57.2057.2,67.9067.9,70.3070.3,68.5068.5,62.8062.8,52.4052.4,40.0040.0,18.6018.6
95,1990,Warren,33.9033.9,34.0034.0,40.5040.5,48.3048.3,56.0056.0,66.1066.1,71.6071.6,69.6069.6,61.3061.3,55.5055.5,43.7043.7,35.8035.8
96,1991,Warren,26.8026.8,33.4033.4,40.0040.0,50.3050.3,63.7063.7,68.4068.4,71.7071.7,71.1071.1,61.6061.6,51.6051.6,41.6041.6,33.3033.3
97,1992,Warren,29.3029.3,31.4031.4,34.9034.9,46.3046.3,56.2056.2,63.9063.9,69.3069.3,66.2066.2,61.2061.2,47.1047.1,40.1040.1,30.7030.7
98,1993,Warren,31.0031.0,24.3024.3,32.7032.7,47.9047.9,59.7059.7,66.6066.6,73.4073.4,70.9070.9,61.9061.9,49.0049.0,40.2040.2,30.0030.0
99,1994,Warren,18.2018.2,23.4023.4,35.0035.0,50.7050.7,56.4056.4,69.3069.3,73.9073.9,67.8067.8,61.8061.8,50.3050.3,45.0045.0,34.8034.8
100,1995,Warren,31.3031.3,24.9024.9,40.8040.8,46.3046.3,56.3056.3,67.7067.7,73.3073.3,71.7071.7,61.2061.2,54.6054.6,36.8036.8,25.5025.5
101,1996,Warren,23.4023.4,27.9027.9,33.3033.3,47.7047.7,55.8055.8,67.3067.3,68.6068.6,69.5069.5,62.9062.9,51.3051.3,37.3037.3,34.6034.6
102,1997,Warren,25.8025.8,33.8033.8,37.7037.7,45.9045.9,54.3054.3,65.9065.9,70.7070.7,67.7067.7,61.0061.0,51.1051.1,38.2038.2,32.1032.1
103,1998,Warren,34.4034.4,35.9035.9,40.2040.2,49.8049.8,62.4062.4,66.1066.1,71.4071.4,71.8071.8,64.3064.3,52.5052.5,41.6041.6,37.1037.1
104,1999,Warren,28.0028.0,32.1032.1,37.1037.1,48.1048.1,58.6058.6,68.6068.6,76.4076.4,70.6070.6,64.6064.6,49.7049.7,45.0045.0,33.8033.8
105,2000,Warren,25.8025.8,30.6030.6,43.0043.0,47.6047.6,59.6059.6,67.2067.2,67.5067.5,67.6067.6,61.2061.2,51.9051.9,40.3040.3,25.4025.4
106,2001,Warren,26.2026.2,30.7030.7,35.4035.4,48.8048.8,59.2059.2,68.0068.0,68.4068.4,72.6072.6,62.0062.0,52.0052.0,45.0045.0,37.4037.4
107,2002,Warren,33.4033.4,35.1035.1,39.0039.0,50.9050.9,56.1056.1,67.9067.9,73.6073.6,73.6073.6,65.1065.1,50.1050.1,40.2040.2,29.2029.2
108,2003,Warren,22.7022.7,24.7024.7,37.2037.2,46.3046.3,55.9055.9,64.3064.3,71.8071.8,72.4072.4,63.5063.5,49.5049.5,45.6045.6,32.0032.0
109,2004,Warren,21.1021.1,29.8029.8,39.7039.7,49.6049.6,63.6063.6,65.3065.3,69.8069.8,69.5069.5,64.6064.6,51.1051.1,44.0044.0,31.3031.3
110,2005,Warren,26.2026.2,31.5031.5,33.8033.8,51.3051.3,54.4054.4,70.6070.6,73.2073.2,73.3073.3,67.1067.1,53.5053.5,43.8043.8,28.2028.2
111,2006,Warren,35.1035.1,32.0032.0,39.3039.3,51.0051.0,59.1059.1,67.3067.3,73.6073.6,70.0070.0,60.8060.8,50.3050.3,46.4046.4,38.9038.9
112,2007,Warren,32.7032.7,23.6023.6,37.2037.2,45.7045.7,60.2060.2,68.2068.2,70.2070.2,70.2070.2,64.9064.9,59.6059.6,40.2040.2,31.7031.7
113,2008,Warren,30.8030.8,30.7030.7,38.4038.4,51.4051.4,54.7054.7,69.9069.9,72.9072.9,68.3068.3,64.5064.5,49.7049.7,41.5041.5,32.6032.6
114,2009,Warren,22.9022.9,31.9031.9,38.7038.7,50.7050.7,59.0059.0,65.0065.0,68.4068.4,71.6071.6,61.5061.5,50.1050.1,46.8046.8,31.0031.0
115,2010,Warren,28.3028.3,29.6029.6,44.2044.2,53.0053.0,61.6061.6,69.6069.6,75.2075.2,71.6071.6,65.8065.8,52.6052.6,41.9041.9,28.2028.2
116,2011,Warren,23.6023.6,30.6030.6,38.2038.2,50.8050.8,61.0061.0,68.4068.4,74.9074.9,70.5070.5,65.6065.6,52.9052.9,45.1045.1,37.2037.2
117,2012,Warren,31.2031.2,36.0036.0,48.0048.0,49.7049.7,63.7063.7,67.4067.4,75.2075.2,71.6071.6,63.8063.8,53.6053.6,39.2039.2,36.2036.2
118,2013,Warren,30.0030.0,29.2029.2,36.9036.9,49.4049.4,59.1059.1,68.2068.2,74.8074.8,68.3068.3,61.5061.5,54.3054.3,39.4039.4,30.8030.8
119,2014,Warren,20.8020.8,24.2024.2,31.7031.7,48.4048.4,60.5060.5,68.1068.1,71.4071.4,68.5068.5,64.1064.1,54.5054.5,38.8038.8,35.4035.4
120,2015,Warren,23.6023.6,17.8017.8,32.0032.0,49.0049.0,64.1064.1,67.2067.2,71.8071.8,70.6070.6,67.4067.4,51.4051.4,46.5046.5,43.4043.4
121,2016,Warren,27.5027.5,32.8032.8,43.9043.9,48.6048.6,58.7058.7,68.2068.2,74.4074.4,73.8073.8,67.0067.0,53.4053.4,43.8043.8,32.6032.6
122,2017,Warren,32.2032.2,36.6036.6,35.2035.2,53.7053.7,57.7057.7,67.7067.7,72.7072.7,68.6068.6,65.7065.7,57.5057.5,40.8040.8,29.9029.9
123,2018,Warren,24.6024.6,34.8034.8,35.5035.5,44.9044.9,63.0063.0,67.7067.7,73.8073.8,73.7073.7,66.7066.7,53.2053.2,39.1039.1,34.5034.5
124,2019,Warren,28.0028.0,30.7030.7,36.0036.0,51.9051.9,60.3060.3,67.5067.5,75.4075.4,71.6071.6,65.6065.6,54.6054.6,38.3038.3,32.0032.0

,Year,Statewide,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
75,1970,NJ,22.4022.4,30.9030.9,36.0036.0,48.8048.8,61.2061.2,68.1068.1,73.7073.7,73.5073.5,67.8067.8,56.1056.1,45.4045.4,33.1033.1
76,1971,NJ,25.3025.3,32.1032.1,37.8037.8,47.7047.7,57.2057.2,70.0070.0,72.9072.9,71.3071.3,67.9067.9,59.8059.8,42.6042.6,38.9038.9
77,1972,NJ,32.4032.4,29.1029.1,37.8037.8,46.7046.7,59.7059.7,65.7065.7,74.3074.3,71.6071.6,65.9065.9,49.7049.7,41.2041.2,37.5037.5
78,1973,NJ,32.6032.6,30.5030.5,44.7044.7,51.0051.0,57.3057.3,71.5071.5,74.5074.5,74.4074.4,66.5066.5,56.1056.1,45.3045.3,36.6036.6
79,1974,NJ,33.5033.5,29.9029.9,41.0041.0,52.5052.5,59.2059.2,66.6066.6,73.6073.6,72.6072.6,64.4064.4,50.5050.5,44.7044.7,36.6036.6
80,1975,NJ,34.5034.5,33.5033.5,38.3038.3,45.3045.3,63.1063.1,69.1069.1,73.5073.5,73.0073.0,62.2062.2,57.6057.6,48.9048.9,34.4034.4
81,1976,NJ,26.0026.0,37.7037.7,43.2043.2,52.8052.8,59.0059.0,71.4071.4,71.8071.8,71.3071.3,63.7063.7,50.0050.0,38.3038.3,28.0028.0
82,1977,NJ,19.4019.4,31.5031.5,45.0045.0,52.2052.2,62.3062.3,67.0067.0,74.6074.6,72.8072.8,66.6066.6,52.4052.4,45.9045.9,32.1032.1
83,1978,NJ,26.5026.5,22.5022.5,36.4036.4,48.8048.8,57.8057.8,68.4068.4,71.6071.6,74.0074.0,63.4063.4,52.7052.7,45.2045.2,35.5035.5
84,1979,NJ,30.4030.4,21.2021.2,43.4043.4,49.2049.2,61.5061.5,66.0066.0,72.9072.9,72.3072.3,65.2065.2,53.1053.1,47.9047.9,36.4036.4
85,1980,NJ,30.5030.5,28.0028.0,37.8037.8,51.6051.6,62.4062.4,67.0067.0,75.3075.3,75.6075.6,68.2068.2,52.4052.4,40.8040.8,30.0030.0
86,1981,NJ,23.0023.0,36.1036.1,38.2038.2,53.0053.0,60.6060.6,69.9069.9,74.9074.9,71.0071.0,64.4064.4,50.8050.8,43.6043.6,32.3032.3
87,1982,NJ,22.2022.2,32.6032.6,38.9038.9,47.7047.7,61.6061.6,66.0066.0,73.7073.7,69.5069.5,64.4064.4,54.1054.1,46.6046.6,39.7039.7
88,1983,NJ,31.5031.5,32.6032.6,42.1042.1,49.3049.3,58.6058.6,69.4069.4,75.7075.7,74.4074.4,66.7066.7,54.5054.5,44.9044.9,31.8031.8
89,1984,NJ,25.3025.3,37.6037.6,34.5034.5,48.7048.7,59.1059.1,71.1071.1,72.4072.4,73.4073.4,62.6062.6,58.7058.7,43.1043.1,40.2040.2
90,1985,NJ,25.4025.4,33.1033.1,42.5042.5,52.9052.9,62.7062.7,66.5066.5,73.4073.4,71.7071.7,66.7066.7,56.0056.0,48.3048.3,30.8030.8
91,1986,NJ,30.7030.7,29.6029.6,41.6041.6,50.3050.3,63.1063.1,69.2069.2,74.2074.2,70.4070.4,64.5064.5,55.4055.4,42.4042.4,35.9035.9
92,1987,NJ,29.3029.3,30.0030.0,42.2042.2,50.4050.4,61.0061.0,71.1071.1,75.9075.9,71.2071.2,65.4065.4,49.9049.9,45.5045.5,36.7036.7
93,1988,NJ,25.0025.0,32.3032.3,41.3041.3,48.5048.5,60.1060.1,68.8068.8,76.5076.5,75.4075.4,63.4063.4,49.3049.3,45.3045.3,33.0033.0
94,1989,NJ,34.3034.3,32.4032.4,39.7039.7,48.6048.6,59.4059.4,71.2071.2,73.0073.0,71.8071.8,66.0066.0,55.4055.4,43.1043.1,22.7022.7
95,1990,NJ,38.0038.0,38.3038.3,43.3043.3,50.4050.4,58.5058.5,69.2069.2,74.4074.4,72.6072.6,63.9063.9,58.7058.7,46.6046.6,39.5039.5
96,1991,NJ,31.6031.6,37.3037.3,43.0043.0,52.4052.4,66.0066.0,70.9070.9,75.0075.0,74.2074.2,64.8064.8,55.1055.1,44.9044.9,37.5037.5
97,1992,NJ,32.8032.8,34.6034.6,38.0038.0,48.3048.3,57.7057.7,66.7066.7,72.5072.5,69.4069.4,64.8064.8,50.8050.8,43.9043.9,35.0035.0
98,1993,NJ,35.1035.1,28.4028.4,36.6036.6,50.3050.3,61.9061.9,69.3069.3,76.3076.3,73.6073.6,65.1065.1,52.4052.4,43.9043.9,33.8033.8
